Duration (ms),Start date,Start station,End date,End station,Bike number,Subscription type
590978,6/30/2015 16:57,8th & H St NW,6/30/2015 17:07,15th & K St NW,W22173,Member
499973,6/30/2015 16:57,16th & Harvard St NW,6/30/2015 17:05,Georgia & New Hampshire Ave NW,W20513,Member
347610,6/30/2015 16:57,Commerce St & Fayette St,6/30/2015 17:03,Braddock Rd Metro,W21036,Member
268171,6/30/2015 16:57,2nd & G St NE,6/30/2015 17:02,M St & Delaware Ave NE,W20322,Member
3990631,6/30/2015 16:56,Lincoln Memorial,6/30/2015 18:03,USDA / 12th & Independence Ave SW,W00481,Casual
2026878,6/30/2015 16:56,Columbus Circle / Union Station,6/30/2015 17:30,Jefferson Dr & 14th St SW,W00582,Casual
1711819,6/30/2015 16:56,Washington & Independence Ave SW/HHS,6/30/2015 17:24,21st St & Constitution Ave NW,W20427,Casual
1708416,6/30/2015 16:56,Washington & Independence Ave SW/HHS,6/30/2015 17:24,21st St & Constitution Ave NW,W22156,Casual
1673452,6/30/2015 16:56,Washington & Independence Ave SW/HHS,6/30/2015 17:24,21st St & Constitution Ave NW,W21596,Casual
1426800,6/30/2015 16:56,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 17:19,Lincoln Memorial,W20576,Casual
1216584,6/30/2015 16:56,4th & East Capitol St NE,6/30/2015 17:17,John McCormack Dr & Michigan Ave NE,W22185,Member
1054293,6/30/2015 16:56,Lynn & 19th St North,6/30/2015 17:13,14th & V St NW,W20188,Member
734136,6/30/2015 16:56,11th & K St NW,6/30/2015 17:08,New Jersey Ave & R St NW,W00913,Member
700609,6/30/2015 16:56,17th & G St NW,6/30/2015 17:08,14th & V St NW,W00593,Member
649453,6/30/2015 16:56,5th St & Massachusetts Ave NW,6/30/2015 17:07,10th St & Constitution Ave NW,W21810,Member
574523,6/30/2015 16:56,Maryland & Independence Ave SW,6/30/2015 17:06,1st & K St SE,W01418,Member
401366,6/30/2015 16:56,4th & E St SW,6/30/2015 17:03,3rd St & Pennsylvania Ave SE,W20656,Member
265232,6/30/2015 16:56,Market Square / King St & Royal St,6/30/2015 17:00,Saint Asaph St & Pendleton  St,W20109,Member
198916,6/30/2015 16:56,28th St S & S Meade St,6/30/2015 16:59,S Troy St & 26th St S,W22233,Member
119354,6/30/2015 16:56,19th St & Pennsylvania Ave NW,6/30/2015 16:58,21st & I St NW,W21764,Member
2037470,6/30/2015 16:55,Columbia Rd & Belmont St NW,6/30/2015 17:29,4th & M St SW,W20198,Casual
1767633,6/30/2015 16:55,Lynn & 19th St North,6/30/2015 17:24,Iwo Jima Memorial/N Meade & 14th St N,W01228,Casual
1751939,6/30/2015 16:55,Lynn & 19th St North,6/30/2015 17:24,Iwo Jima Memorial/N Meade & 14th St N,W20287,Casual
1711148,6/30/2015 16:55,North Capitol St & F St NW,6/30/2015 17:23,14th & Harvard St NW,W01215,Member
1492988,6/30/2015 16:55,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 17:20,Lincoln Memorial,W21780,Casual
1316118,6/30/2015 16:55,Potomac & Pennsylvania Ave SE,6/30/2015 17:17,Branch & Pennsylvania Ave SE,W20328,Member
1298209,6/30/2015 16:55,17th & K St NW / Farragut Square,6/30/2015 17:16,Constitution Ave & 2nd St NW/DOL,W00252,Member
1006222,6/30/2015 16:55,20th & E St NW,6/30/2015 17:12,MLK Library/9th & G St NW,W20261,Member
867406,6/30/2015 16:55,19th & K St NW,6/30/2015 17:10,New Hampshire Ave & T St NW,W00123,Member
839025,6/30/2015 16:55,Potomac Ave & 8th St SE,6/30/2015 17:09,Columbus Circle / Union Station,W20869,Member
808615,6/30/2015 16:55,17th & K St NW / Farragut Square,6/30/2015 17:08,Adams Mill & Columbia Rd NW,W21100,Member
799456,6/30/2015 16:55,11th & F St NW,6/30/2015 17:08,18th & R St NW,W22146,Member
794050,6/30/2015 16:55,USDA / 12th & Independence Ave SW,6/30/2015 17:08,1st & K St SE,W20652,Member
768938,6/30/2015 16:55,MLK Library/9th & G St NW,6/30/2015 17:07,4th & M St SW,W22107,Member
730771,6/30/2015 16:55,10th St & Constitution Ave NW,6/30/2015 17:07,Lincoln Memorial,W22036,Member
699714,6/30/2015 16:55,USDA / 12th & Independence Ave SW,6/30/2015 17:06,3rd St & Pennsylvania Ave SE,W21689,Member
617140,6/30/2015 16:55,Columbus Circle / Union Station,6/30/2015 17:05,Eastern Market / 7th & North Carolina Ave SE,W01338,Member
484287,6/30/2015 16:55,17th & G St NW,6/30/2015 17:03,Thomas Circle,W00737,Member
427584,6/30/2015 16:55,12th & L St NW,6/30/2015 17:02,North Capitol St & G Pl NE,W20892,Member
365241,6/30/2015 16:55,Takoma Metro,6/30/2015 17:02,Fenton St & New York Ave ,W00308,Member
1493161,6/30/2015 16:54,20th & Crystal Dr,6/30/2015 17:19,Braddock Rd Metro,W21137,Member
1350839,6/30/2015 16:54,17th & Rhode Island Ave NW,6/30/2015 17:17,Bladensburg Rd & Benning Rd NE,W20884,Member
916695,6/30/2015 16:54,19th St & Pennsylvania Ave NW,6/30/2015 17:09,L'Enfant Plaza / 7th & C St SW,W00562,Member
898050,6/30/2015 16:54,20th & E St NW,6/30/2015 17:09,North Capitol St & F St NW,W01496,Member
572978,6/30/2015 16:54,14th & R St NW,6/30/2015 17:04,22nd & I St NW / Foggy Bottom,W01107,Member
567762,6/30/2015 16:54,Metro Center / 12th & G St NW,6/30/2015 17:03,15th & P St NW,W20241,Member
539098,6/30/2015 16:54,US Dept of State / Virginia Ave & 21st St NW,6/30/2015 17:03,14th & G St NW,W20096,Member
483141,6/30/2015 16:54,Calvert St & Woodley Pl NW,6/30/2015 17:02,15th & Euclid St  NW,W20108,Member
437363,6/30/2015 16:54,Thomas Circle,6/30/2015 17:01,20th & L St NW,W01289,Member
402204,6/30/2015 16:54,Georgia Ave & Spring St,6/30/2015 17:01,Ripley & Bonifant St,W21416,Member
322602,6/30/2015 16:54,Lincoln Park / 13th & East Capitol St NE ,6/30/2015 17:00,Bladensburg Rd & Benning Rd NE,W20758,Member
317381,6/30/2015 16:54,15th & Euclid St  NW,6/30/2015 17:00,Lamont & Mt Pleasant NW,W00754,Member
224186,6/30/2015 16:54,11th & K St NW,6/30/2015 16:58,Convention Center / 7th & M St NW,W20765,Member
1634855,6/30/2015 16:53,15th & P St NW,6/30/2015 17:20,Jefferson Dr & 14th St SW,W20208,Casual
1614055,6/30/2015 16:53,37th & O St NW / Georgetown University,6/30/2015 17:20,Crystal City Metro / 18th & Bell St,W01000,Member
1436671,6/30/2015 16:53,Lynn & 19th St North,6/30/2015 17:17,New York Ave & 15th St NW,W00336,Member
1236085,6/30/2015 16:53,17th & K St NW,6/30/2015 17:14,L'Enfant Plaza / 7th & C St SW,W21266,Member
1060573,6/30/2015 16:53,Clarendon Blvd & N Fillmore St,6/30/2015 17:11,Georgetown Harbor / 30th St NW,W00779,Member
982704,6/30/2015 16:53,Georgetown Harbor / 30th St NW,6/30/2015 17:09,37th & O St NW / Georgetown University,W20773,Casual
960507,6/30/2015 16:53,Georgetown Harbor / 30th St NW,6/30/2015 17:09,37th & O St NW / Georgetown University,W21271,Casual
903687,6/30/2015 16:53,20th & O St NW / Dupont South,6/30/2015 17:08,15th & Euclid St  NW,W21234,Member
879358,6/30/2015 16:53,Lincoln Park / 13th & East Capitol St NE ,6/30/2015 17:08,8th & Eye St SE / Barracks Row,W22205,Member
789194,6/30/2015 16:53,12th & L St NW,6/30/2015 17:06,25th St & Pennsylvania Ave NW,W22066,Member
673899,6/30/2015 16:53,3rd & Tingey St SE,6/30/2015 17:04,Columbus Circle / Union Station,W01004,Member
599727,6/30/2015 16:53,4th & E St SW,6/30/2015 17:03,5th & K St NW,W21216,Member
578611,6/30/2015 16:53,11th & K St NW,6/30/2015 17:03,North Capitol St & F St NW,W22128,Member
509396,6/30/2015 16:53,L'Enfant Plaza / 7th & C St SW,6/30/2015 17:01,Columbus Circle / Union Station,W21367,Member
497953,6/30/2015 16:53,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 17:01,Columbus Circle / Union Station,W01403,Member
492034,6/30/2015 16:53,Maryland & Independence Ave SW,6/30/2015 17:01,North Capitol St & F St NW,W00435,Member
478951,6/30/2015 16:53,18th & M St NW,6/30/2015 17:01,5th St & Massachusetts Ave NW,W22148,Member
438661,6/30/2015 16:53,Massachusetts Ave & Dupont Circle NW,6/30/2015 17:00,15th & L St NW,W00860,Member
291384,6/30/2015 16:53,Constitution Ave & 2nd St NW/DOL,6/30/2015 16:58,Washington & Independence Ave SW/HHS,W00354,Member
272882,6/30/2015 16:53,19th & G St NW,6/30/2015 16:58,17th & K St NW / Farragut Square,W22227,Member
204237,6/30/2015 16:53,23rd & Crystal Dr,6/30/2015 16:56,Crystal City Metro / 18th & Bell St,W20272,Member
126342,6/30/2015 16:53,14th & G St NW,6/30/2015 16:55,14th & D St NW / Ronald Reagan Building,W21688,Member
2240932,6/30/2015 16:52,17th & Rhode Island Ave NW,6/30/2015 17:29,Thomas Circle,W21643,Member
1807430,6/30/2015 16:52,8th & Eye St SE / Barracks Row,6/30/2015 17:22,Anacostia Metro,W22228,Member
1053697,6/30/2015 16:52,Georgetown Harbor / 30th St NW,6/30/2015 17:09,37th & O St NW / Georgetown University,W01301,Casual
824620,6/30/2015 16:52,15th & L St NW,6/30/2015 17:05,14th St & Spring Rd NW,W00958,Member
818104,6/30/2015 16:52,5th St & Massachusetts Ave NW,6/30/2015 17:06,California St & Florida Ave NW,W21249,Member
731376,6/30/2015 16:52,Lincoln Park / 13th & East Capitol St NE ,6/30/2015 17:04,7th & F St NW / National Portrait Gallery,W21259,Member
516251,6/30/2015 16:52,L'Enfant Plaza / 7th & C St SW,6/30/2015 17:00,Columbus Circle / Union Station,W21116,Member
453782,6/30/2015 16:52,L'Enfant Plaza / 7th & C St SW,6/30/2015 17:00,5th St & Massachusetts Ave NW,W20664,Casual
432343,6/30/2015 16:52,14th & D St NW / Ronald Reagan Building,6/30/2015 16:59,L'Enfant Plaza / 7th & C St SW,W20235,Member
413333,6/30/2015 16:52,4th & East Capitol St NE,6/30/2015 16:59,1st & K St SE,W00032,Member
348497,6/30/2015 16:52,3rd St & Pennsylvania Ave SE,6/30/2015 16:58,Lincoln Park / 13th & East Capitol St NE ,W21862,Member
335263,6/30/2015 16:52,New York Ave & 15th St NW,6/30/2015 16:58,10th & E St NW,W20771,Member
313194,6/30/2015 16:52,Massachusetts Ave & Dupont Circle NW,6/30/2015 16:57,17th & Corcoran St NW,W00832,Member
1739313,6/30/2015 16:51,12th & Army Navy Dr,6/30/2015 17:20,Prince St & Union St,W20755,Member
1551766,6/30/2015 16:51,21st St & Constitution Ave NW,6/30/2015 17:17,4th & East Capitol St NE,W20291,Casual
1115927,6/30/2015 16:51,21st & I St NW,6/30/2015 17:10,California St & Florida Ave NW,W22059,Casual
1088385,6/30/2015 16:51,Georgetown Harbor / 30th St NW,6/30/2015 17:09,37th & O St NW / Georgetown University,W21797,Casual
984378,6/30/2015 16:51,19th St & Pennsylvania Ave NW,6/30/2015 17:07,North Capitol St & F St NW,W21317,Member
916759,6/30/2015 16:51,14th & R St NW,6/30/2015 17:06,Georgia Ave & Emerson St NW,W22085,Member
863394,6/30/2015 16:51,Park Rd & Holmead Pl NW,6/30/2015 17:06,Massachusetts Ave & Dupont Circle NW,W20775,Member
831357,6/30/2015 16:51,17th & K St NW / Farragut Square,6/30/2015 17:05,Hains Point/Buckeye & Ohio Dr SW,W21931,Member
825746,6/30/2015 16:51,USDA / 12th & Independence Ave SW,6/30/2015 17:04,Columbus Circle / Union Station,W01445,Member
783642,6/30/2015 16:51,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 17:04,3rd & H St NE,W21068,Member
662162,6/30/2015 16:51,River Rd & Landy Ln,6/30/2015 17:02,Norfolk Ave & Fairmont St,W00183,Member
560667,6/30/2015 16:51,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,6/30/2015 17:01,Wisconsin Ave & O St NW,W20681,Member
543683,6/30/2015 16:51,New Hampshire Ave & T St NW,6/30/2015 17:00,New Hampshire Ave & T St NW,W00168,Member
447182,6/30/2015 16:51,24th & N St NW,6/30/2015 16:58,21st & I St NW,W20706,Member
444187,6/30/2015 16:51,21st St & Constitution Ave NW,6/30/2015 16:59,Smithsonian / Jefferson Dr & 12th St SW,W00151,Member
415189,6/30/2015 16:51,14th St & New York Ave NW,6/30/2015 16:58,Convention Center / 7th & M St NW,W20079,Member
372853,6/30/2015 16:51,11th & F St NW,6/30/2015 16:57,11th & M St NW,W20924,Casual
278566,6/30/2015 16:51,17th & K St NW / Farragut Square,6/30/2015 16:56,17th St & Massachusetts Ave NW,W20786,Member
273733,6/30/2015 16:51,Pentagon City Metro / 12th & S Hayes St,6/30/2015 16:56,S Joyce & Army Navy Dr,W22167,Member
5999631,6/30/2015 16:50,10th St & Constitution Ave NW,6/30/2015 18:30,USDA / 12th & Independence Ave SW,W00818,Casual
2096637,6/30/2015 16:50,New Hampshire Ave & T St NW,6/30/2015 17:25,15th & P St NW,W00991,Member
1384987,6/30/2015 16:50,8th & D St NW,6/30/2015 17:13,Columbus Circle / Union Station,W21880,Casual
1260473,6/30/2015 16:50,4th & D St NW / Judiciary Square,6/30/2015 17:11,14th & Harvard St NW,W20728,Member
1174398,6/30/2015 16:50,6th St & Indiana Ave NW,6/30/2015 17:10,15th St & Massachusetts Ave SE,W20325,Member
1049938,6/30/2015 16:50,17th & K St NW / Farragut Square,6/30/2015 17:08,4th & E St SW,W21018,Member
1015744,6/30/2015 16:50,New Hampshire Ave & 24th St NW,6/30/2015 17:07,Clarendon Blvd & Pierce St,W20715,Member
731207,6/30/2015 16:50,19th & L St NW,6/30/2015 17:02,20th & O St NW / Dupont South,W20351,Member
730732,6/30/2015 16:50,4th & E St SW,6/30/2015 17:03,Columbus Circle / Union Station,W00280,Member
648942,6/30/2015 16:50,Maryland & Independence Ave SW,6/30/2015 17:00,1st & M St NE,W22151,Member
413648,6/30/2015 16:50,4th & D St NW / Judiciary Square,6/30/2015 16:57,1st & H St NW,W20220,Member
409675,6/30/2015 16:50,7th & F St NW / National Portrait Gallery,6/30/2015 16:57,North Capitol St & F St NW,W21356,Member
350911,6/30/2015 16:50,14th & Harvard St NW,6/30/2015 16:56,Adams Mill & Columbia Rd NW,W00668,Member
223981,6/30/2015 16:50,4th & E St SW,6/30/2015 16:54,4th & M St SW,W20429,Member
6018175,6/30/2015 16:49,10th St & Constitution Ave NW,6/30/2015 18:29,USDA / 12th & Independence Ave SW,W20428,Casual
1794624,6/30/2015 16:49,North Capitol St & F St NW,6/30/2015 17:18,Lamont & Mt Pleasant NW,W00808,Member
1512093,6/30/2015 16:49,22nd & I St NW / Foggy Bottom,6/30/2015 17:15,Aurora Hills Community Ctr/18th & Hayes St,W21982,Member
1375475,6/30/2015 16:49,20th & E St NW,6/30/2015 17:12,7th & T St NW,W21428,Member
836150,6/30/2015 16:49,US Dept of State / Virginia Ave & 21st St NW,6/30/2015 17:03,Iwo Jima Memorial/N Meade & 14th St N,W01465,Member
788974,6/30/2015 16:49,1st & Washington Hospital Center NW,6/30/2015 17:02,14th & R St NW,W21371,Member
675455,6/30/2015 16:49,Potomac & Pennsylvania Ave SE,6/30/2015 17:00,Good Hope Rd & 14th St SE,W22011,Member
481301,6/30/2015 16:49,21st & M St NW,6/30/2015 16:57,14th & V St NW,W21130,Member
457105,6/30/2015 16:49,Jefferson Dr & 14th St SW,6/30/2015 16:57,Lincoln Memorial,W00394,Member
377368,6/30/2015 16:49,Adams Mill & Columbia Rd NW,6/30/2015 16:55,New Hampshire Ave & T St NW,W21943,Member
363986,6/30/2015 16:49,Columbus Circle / Union Station,6/30/2015 16:55,13th & D St NE,W00327,Member
353247,6/30/2015 16:49,US Dept of State / Virginia Ave & 21st St NW,6/30/2015 16:55,17th & K St NW / Farragut Square,W00367,Member
349792,6/30/2015 16:49,14th & Rhode Island Ave NW,6/30/2015 16:54,17th & K St NW,W21716,Member
269899,6/30/2015 16:49,2nd & G St NE,6/30/2015 16:53,M St & Delaware Ave NE,W00239,Member
1949886,6/30/2015 16:48,10th St & Constitution Ave NW,6/30/2015 17:21,M St & Pennsylvania Ave NW,W20149,Member
1359397,6/30/2015 16:48,New York Ave & 15th St NW,6/30/2015 17:11,8th & East Capitol St NE,W20263,Member
823299,6/30/2015 16:48,6th St & Indiana Ave NW,6/30/2015 17:02,15th & L St NW,W00007,Member
798789,6/30/2015 16:48,1st & H St NW,6/30/2015 17:01,Gallaudet / 8th St & Florida Ave NE,W00955,Casual
717235,6/30/2015 16:48,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 17:00,Jefferson Memorial,W22190,Casual
704528,6/30/2015 16:48,19th & L St NW,6/30/2015 16:59,34th & Water St NW,W21227,Member
672959,6/30/2015 16:48,3rd & Tingey St SE,6/30/2015 16:59,Columbus Circle / Union Station,W22196,Member
419842,6/30/2015 16:48,5th & K St NW,6/30/2015 16:55,North Capitol St & G Pl NE,W22239,Member
285353,6/30/2015 16:48,18th & R St NW,6/30/2015 16:53,15th & P St NW,W20673,Member
240292,6/30/2015 16:48,19th St & Pennsylvania Ave NW,6/30/2015 16:52,18th & M St NW,W22148,Member
218120,6/30/2015 16:48,21st St & Pennsylvania Ave NW,6/30/2015 16:52,24th & N St NW,W21526,Member
173669,6/30/2015 16:48,37th & O St NW / Georgetown University,6/30/2015 16:51,Wisconsin Ave & O St NW,W00305,Member
141815,6/30/2015 16:48,10th & U St NW,6/30/2015 16:51,10th & Florida Ave NW,W21111,Member
1893765,6/30/2015 16:47,US Dept of State / Virginia Ave & 21st St NW,6/30/2015 17:18,14th St & Spring Rd NW,W20465,Member
1496291,6/30/2015 16:47,15th & Crystal Dr,6/30/2015 17:12,Columbia Pike & S Orme St,W01384,Casual
661866,6/30/2015 16:47,19th & L St NW,6/30/2015 16:58,11th & S St NW,W20517,Member
656582,6/30/2015 16:47,1st & M St NE,6/30/2015 16:58,Hamlin & 7th St NE,W21812,Member
655254,6/30/2015 16:47,New Hampshire Ave & T St NW,6/30/2015 16:57,Lamont & Mt Pleasant NW,W21270,Member
654778,6/30/2015 16:47,Massachusetts Ave & Dupont Circle NW,6/30/2015 16:58,7th & R St NW / Shaw Library,W20980,Member
537816,6/30/2015 16:47,12th & U St NW,6/30/2015 16:56,17th & Corcoran St NW,W20214,Member
518972,6/30/2015 16:47,New York Ave & 15th St NW,6/30/2015 16:56,15th & P St NW,W00649,Member
472623,6/30/2015 16:47,17th & K St NW,6/30/2015 16:55,California St & Florida Ave NW,W21189,Member
424743,6/30/2015 16:47,Columbia Pike & S Walter Reed Dr,6/30/2015 16:54,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,W21533,Member
352190,6/30/2015 16:47,Lamont & Mt Pleasant NW,6/30/2015 16:53,Columbia Rd & Belmont St NW,W20878,Member
340029,6/30/2015 16:47,34th St & Wisconsin Ave NW,6/30/2015 16:53,37th & O St NW / Georgetown University,W21061,Member
282278,6/30/2015 16:47,Thomas Circle,6/30/2015 16:51,14th & R St NW,W00927,Member
6997035,6/30/2015 16:46,23rd & E St NW ,6/30/2015 18:43,18th St & Wyoming Ave NW,W01354,Casual
2250561,6/30/2015 16:46,14th St & New York Ave NW,6/30/2015 17:23,14th & D St NW / Ronald Reagan Building,W20702,Casual
1373632,6/30/2015 16:46,23rd & E St NW ,6/30/2015 17:08,7th & T St NW,W22129,Member
1220771,6/30/2015 16:46,California St & Florida Ave NW,6/30/2015 17:06,Convention Center / 7th & M St NW,W20796,Casual
1109918,6/30/2015 16:46,11th & Kenyon St NW,6/30/2015 17:04,Massachusetts Ave & Dupont Circle NW,W20600,Member
1096557,6/30/2015 16:46,California St & Florida Ave NW,6/30/2015 17:04,Convention Center / 7th & M St NW,W00579,Casual
1062755,6/30/2015 16:46,2nd & G St NE,6/30/2015 17:04,6th & Water St SW / SW Waterfront,W21857,Member
1057564,6/30/2015 16:46,34th & Water St NW,6/30/2015 17:04,Lincoln Memorial,W20788,Member
1040926,6/30/2015 16:46,California St & Florida Ave NW,6/30/2015 17:04,Convention Center / 7th & M St NW,W00736,Member
767837,6/30/2015 16:46,8th & H St NW,6/30/2015 16:59,Jefferson Memorial,W21935,Member
668161,6/30/2015 16:46,M St & Pennsylvania Ave NW,6/30/2015 16:57,California St & Florida Ave NW,W20695,Member
567333,6/30/2015 16:46,18th St & Pennsylvania Ave NW,6/30/2015 16:55,17th & Corcoran St NW,W20326,Member
531859,6/30/2015 16:46,3rd & G St SE,6/30/2015 16:55,Columbus Circle / Union Station,W20209,Member
502690,6/30/2015 16:46,24th & N St NW,6/30/2015 16:54,15th & P St NW,W20614,Member
443780,6/30/2015 16:46,8th & D St NW,6/30/2015 16:54,North Capitol St & F St NW,W20000,Member
388870,6/30/2015 16:46,19th & L St NW,6/30/2015 16:53,18th & R St NW,W21895,Member
200348,6/30/2015 16:46,20th & E St NW,6/30/2015 16:50,22nd & I St NW / Foggy Bottom,W20736,Member
134028,6/30/2015 16:46,Columbus Circle / Union Station,6/30/2015 16:48,2nd & G St NE,W20322,Member
6587850,6/30/2015 16:45,23rd & E St NW ,6/30/2015 18:35,18th St & Wyoming Ave NW,W20928,Casual
1899779,6/30/2015 16:45,Lincoln Memorial,6/30/2015 17:16,Lincoln Memorial,W00276,Casual
1870415,6/30/2015 16:45,California St & Florida Ave NW,6/30/2015 17:17,13th & H St NE,W21208,Member
1690826,6/30/2015 16:45,37th & O St NW / Georgetown University,6/30/2015 17:13,New Jersey Ave & N St NW/Dunbar HS,W21856,Member
1607016,6/30/2015 16:45,15th & Crystal Dr,6/30/2015 17:12,Columbia Pike & S Orme St,W21296,Casual
1503026,6/30/2015 16:45,Metro Center / 12th & G St NW,6/30/2015 17:10,8th & H St NW,W21763,Casual
1500522,6/30/2015 16:45,Metro Center / 12th & G St NW,6/30/2015 17:10,8th & H St NW,W20633,Casual
1460548,6/30/2015 16:45,Washington & Independence Ave SW/HHS,6/30/2015 17:09,John McCormack Dr & Michigan Ave NE,W01310,Member
1114138,6/30/2015 16:45,21st St & Constitution Ave NW,6/30/2015 17:03,Columbus Circle / Union Station,W21399,Member
985944,6/30/2015 16:45,23rd & E St NW ,6/30/2015 17:01,12th & U St NW,W01377,Member
924685,6/30/2015 16:45,Van Ness Metro / UDC,6/30/2015 17:00,McKinley St & Connecticut Ave NW,W01010,Member
920495,6/30/2015 16:45,14th & D St NW / Ronald Reagan Building,6/30/2015 17:01,Columbus Circle / Union Station,W00477,Member
867349,6/30/2015 16:45,Jefferson Dr & 14th St SW,6/30/2015 17:00,15th & P St NW,W22058,Casual
799680,6/30/2015 16:45,11th & K St NW,6/30/2015 16:58,Jefferson Dr & 14th St SW,W20410,Member
786264,6/30/2015 16:45,1st & M St NE,6/30/2015 16:58,4th & E St SW,W20503,Member
673475,6/30/2015 16:45,15th & P St NW,6/30/2015 16:56,13th St & New York Ave NW,W21885,Member
629032,6/30/2015 16:45,21st St & Constitution Ave NW,6/30/2015 16:56,Jefferson Dr & 14th St SW,W21833,Member
557231,6/30/2015 16:45,18th St & Wyoming Ave NW,6/30/2015 16:54,17th & K St NW / Farragut Square,W00233,Member
553261,6/30/2015 16:45,L'Enfant Plaza / 7th & C St SW,6/30/2015 16:54,5th & K St NW,W21193,Member
503109,6/30/2015 16:45,10th St & Constitution Ave NW,6/30/2015 16:53,Columbus Circle / Union Station,W01252,Member
438592,6/30/2015 16:45,17th & K St NW / Farragut Square,6/30/2015 16:52,14th & D St NW / Ronald Reagan Building,W01193,Member
229000,6/30/2015 16:45,3rd & D St SE,6/30/2015 16:49,1st & K St SE,W01172,Member
1015229,6/30/2015 16:44,Metro Center / 12th & G St NW,6/30/2015 17:01,18th & R St NW,W21777,Casual
986591,6/30/2015 16:44,Constitution Ave & 2nd St NW/DOL,6/30/2015 17:01,15th & F St NE,W22012,Member
834179,6/30/2015 16:44,12th & L St NW,6/30/2015 16:58,11th & Kenyon St NW,W20281,Member
826248,6/30/2015 16:44,17th & K St NW / Farragut Square,6/30/2015 16:58,7th & F St NW / National Portrait Gallery,W22101,Member
660131,6/30/2015 16:44,15th & K St NW,6/30/2015 16:55,North Capitol St & F St NW,W20943,Member
647244,6/30/2015 16:44,New Jersey Ave & N St NW/Dunbar HS,6/30/2015 16:55,8th & H St NW,W20363,Member
475293,6/30/2015 16:44,21st St & Pennsylvania Ave NW,6/30/2015 16:52,11th & M St NW,W21139,Member
434724,6/30/2015 16:44,15th St & Massachusetts Ave SE,6/30/2015 16:51,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21068,Member
344473,6/30/2015 16:44,8th & H St NW,6/30/2015 16:50,11th & M St NW,W21093,Member
297894,6/30/2015 16:44,Columbus Circle / Union Station,6/30/2015 16:49,11th & H St NE,W00218,Member
279317,6/30/2015 16:44,5th St & Massachusetts Ave NW,6/30/2015 16:48,11th & F St NW,W22146,Member
6713189,6/30/2015 16:43,23rd & E St NW ,6/30/2015 18:35,18th St & Wyoming Ave NW,W20675,Casual
6693960,6/30/2015 16:43,23rd & E St NW ,6/30/2015 18:35,18th St & Wyoming Ave NW,W20608,Casual
2562324,6/30/2015 16:43,34th & Water St NW,6/30/2015 17:25,Kennedy Center,W20532,Casual
2489175,6/30/2015 16:43,34th & Water St NW,6/30/2015 17:25,Kennedy Center,W00592,Casual
1283607,6/30/2015 16:43,14th & D St NW / Ronald Reagan Building,6/30/2015 17:05,14th & Harvard St NW,W20448,Member
731336,6/30/2015 16:43,19th St & Constitution Ave NW,6/30/2015 16:55,17th & G St NW,W00387,Casual
722568,6/30/2015 16:43,19th St & Constitution Ave NW,6/30/2015 16:55,17th & G St NW,W20423,Casual
695057,6/30/2015 16:43,Washington & Independence Ave SW/HHS,6/30/2015 16:54,USDA / 12th & Independence Ave SW,W21875,Casual
690040,6/30/2015 16:43,Washington & Independence Ave SW/HHS,6/30/2015 16:54,USDA / 12th & Independence Ave SW,W00694,Casual
640395,6/30/2015 16:43,New Jersey Ave & R St NW,6/30/2015 16:54,19th & L St NW,W00021,Casual
637204,6/30/2015 16:43,Maryland & Independence Ave SW,6/30/2015 16:53,1st & K St SE,W00498,Member
635027,6/30/2015 16:43,M St & Pennsylvania Ave NW,6/30/2015 16:54,18th & R St NW,W01269,Member
565421,6/30/2015 16:43,14th & D St NW / Ronald Reagan Building,6/30/2015 16:53,Hains Point/Buckeye & Ohio Dr SW,W21308,Member
475727,6/30/2015 16:43,10th St & Constitution Ave NW,6/30/2015 16:51,North Capitol St & F St NW,W21902,Member
360509,6/30/2015 16:43,17th & K St NW / Farragut Square,6/30/2015 16:49,17th & Corcoran St NW,W21502,Member
345038,6/30/2015 16:43,15th & P St NW,6/30/2015 16:49,12th & U St NW,W00971,Member
335393,6/30/2015 16:43,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 16:48,Lincoln Park / 13th & East Capitol St NE ,W20758,Member
7126065,6/30/2015 16:42,23rd & E St NW ,6/30/2015 18:41,18th St & Wyoming Ave NW,W22097,Casual
6774884,6/30/2015 16:42,23rd & E St NW ,6/30/2015 18:35,18th St & Wyoming Ave NW,W21157,Casual
2558902,6/30/2015 16:42,34th & Water St NW,6/30/2015 17:25,Kennedy Center,W00397,Casual
1571321,6/30/2015 16:42,13th St & New York Ave NW,6/30/2015 17:09,Lamont & Mt Pleasant NW,W21538,Member
1537235,6/30/2015 16:42,20th & E St NW,6/30/2015 17:07,1st & Rhode Island Ave NW,W20679,Member
1458789,6/30/2015 16:42,Massachusetts Ave & Dupont Circle NW,6/30/2015 17:07,11th & F St NW,W20004,Casual
