Duration (ms),Start date,Start station,End date,End station,Bike number,Subscription type
498999,6/30/2015 17:57,19th & K St NW,6/30/2015 18:05,18th & R St NW,W20259,Member
443054,6/30/2015 17:57,18th & R St NW,6/30/2015 18:05,17th & K St NW / Farragut Square,W21751,Member
332642,6/30/2015 17:57,Potomac Ave & 8th St SE,6/30/2015 18:03,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01265,Member
329112,6/30/2015 17:57,Metro Center / 12th & G St NW,6/30/2015 18:02,Convention Center / 7th & M St NW,W00601,Member
304742,6/30/2015 17:57,Fessenden St & Wisconsin Ave NW,6/30/2015 18:02,Friendship Blvd & Willard Ave,W00410,Member
233613,6/30/2015 17:57,5th & F St NW,6/30/2015 18:01,5th & K St NW,W21003,Member
175250,6/30/2015 17:57,13th St & New York Ave NW,6/30/2015 18:00,13th St & New York Ave NW,W00576,Member
2749329,6/30/2015 17:56,34th St & Wisconsin Ave NW,6/30/2015 18:42,Lincoln Park / 13th & East Capitol St NE ,W21683,Member
1761094,6/30/2015 17:56,13th St & Eastern Ave,6/30/2015 18:25,Harvard St & Adams Mill Rd NW,W21239,Member
1448713,6/30/2015 17:56,Constitution Ave & 2nd St NW/DOL,6/30/2015 18:21,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01165,Member
1312486,6/30/2015 17:56,Washington & Independence Ave SW/HHS,6/30/2015 18:18,17th St & Massachusetts Ave NW,W21663,Member
1218963,6/30/2015 17:56,19th & G St NW,6/30/2015 18:17,Wisconsin Ave & O St NW,W22108,Member
762524,6/30/2015 17:56,17th & G St NW,6/30/2015 18:08,14th & Rhode Island Ave NW,W21311,Member
697675,6/30/2015 17:56,7th & T St NW,6/30/2015 18:08,17th & Corcoran St NW,W00210,Member
645503,6/30/2015 17:56,Metro Center / 12th & G St NW,6/30/2015 18:07,7th & T St NW,W21537,Member
557785,6/30/2015 17:56,19th & E Street NW,6/30/2015 18:06,14th St & New York Ave NW,W00092,Member
515444,6/30/2015 17:56,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:05,12th & L St NW,W00426,Member
453173,6/30/2015 17:56,15th & Crystal Dr,6/30/2015 18:04,23rd & Eads St,W21957,Member
400119,6/30/2015 17:56,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:03,Columbia Rd & Belmont St NW,W01448,Member
399181,6/30/2015 17:56,14th & R St NW,6/30/2015 18:02,20th St & Florida Ave NW,W00927,Member
377669,6/30/2015 17:56,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:02,19th & K St NW,W20600,Member
347580,6/30/2015 17:56,12th & U St NW,6/30/2015 18:02,14th & Rhode Island Ave NW,W20156,Member
337485,6/30/2015 17:56,7th & R St NW / Shaw Library,6/30/2015 18:02,3rd & Elm St NW,W00977,Member
326362,6/30/2015 17:56,19th & G St NW,6/30/2015 18:02,17th & Rhode Island Ave NW,W01318,Member
175723,6/30/2015 17:56,21st & M St NW,6/30/2015 17:59,24th & N St NW,W01107,Member
94912,6/30/2015 17:56,Massachusetts Ave & Dupont Circle NW,6/30/2015 17:58,Massachusetts Ave & Dupont Circle NW,W20247,Member
92714,6/30/2015 17:56,Convention Center / 7th & M St NW,6/30/2015 17:58,11th & M St NW,W21467,Member
4050848,6/30/2015 17:55,Lincoln Memorial,6/30/2015 19:02,Constitution Ave & 2nd St NW/DOL,W00568,Casual
4005487,6/30/2015 17:55,Lincoln Memorial,6/30/2015 19:02,Constitution Ave & 2nd St NW/DOL,W21446,Casual
1656040,6/30/2015 17:55,USDA / 12th & Independence Ave SW,6/30/2015 18:23,Massachusetts Ave & Dupont Circle NW,W00694,Member
1590547,6/30/2015 17:55,3rd & D St SE,6/30/2015 18:21,18th & R St NW,W01207,Member
1514427,6/30/2015 17:55,19th & E Street NW,6/30/2015 18:20,13th & D St NE,W21133,Member
1455356,6/30/2015 17:55,Lamont & Mt Pleasant NW,6/30/2015 18:19,21st St & Constitution Ave NW,W22026,Member
1165426,6/30/2015 17:55,17th & K St NW,6/30/2015 18:14,Columbus Circle / Union Station,W21823,Member
916573,6/30/2015 17:55,3rd & Tingey St SE,6/30/2015 18:10,3rd & H St NE,W21690,Member
908698,6/30/2015 17:55,15th & L St NW,6/30/2015 18:10,Adams Mill & Columbia Rd NW,W20477,Member
898578,6/30/2015 17:55,Jefferson Memorial,6/30/2015 18:10,Smithsonian / Jefferson Dr & 12th St SW,W21935,Casual
864945,6/30/2015 17:55,Jefferson Memorial,6/30/2015 18:10,Smithsonian / Jefferson Dr & 12th St SW,W22131,Casual
830206,6/30/2015 17:55,Adams Mill & Columbia Rd NW,6/30/2015 18:09,M St & Pennsylvania Ave NW,W00797,Member
830030,6/30/2015 17:55,Georgetown Harbor / 30th St NW,6/30/2015 18:08,19th & K St NW,W20497,Casual
813967,6/30/2015 17:55,Georgetown Harbor / 30th St NW,6/30/2015 18:08,19th & K St NW,W00741,Casual
740092,6/30/2015 17:55,Maryland & Independence Ave SW,6/30/2015 18:07,North Capitol St & F St NW,W01483,Member
729002,6/30/2015 17:55,3rd & Tingey St SE,6/30/2015 18:07,Columbus Circle / Union Station,W21228,Member
637589,6/30/2015 17:55,4th & D St NW / Judiciary Square,6/30/2015 18:05,4th & E St SW,W21939,Member
581457,6/30/2015 17:55,19th & G St NW,6/30/2015 18:05,17th & Rhode Island Ave NW,W00562,Member
553981,6/30/2015 17:55,18th & Eads St.,6/30/2015 18:05,S Joyce & 16th St S,W20690,Member
542964,6/30/2015 17:55,20th St & Virginia Ave NW,6/30/2015 18:05,Smithsonian / Jefferson Dr & 12th St SW,W01247,Member
493556,6/30/2015 17:55,Columbus Circle / Union Station,6/30/2015 18:03,3rd & D St SE,W20833,Member
484685,6/30/2015 17:55,15th & P St NW,6/30/2015 18:03,17th & K St NW / Farragut Square,W21332,Member
418890,6/30/2015 17:55,15th & P St NW,6/30/2015 18:02,20th & O St NW / Dupont South,W00444,Member
375930,6/30/2015 17:55,23rd & Crystal Dr,6/30/2015 18:01,Potomac Ave & 35th St S,W01267,Member
311029,6/30/2015 17:55,North Capitol St & F St NW,6/30/2015 18:01,6th St & Indiana Ave NW,W00606,Member
289576,6/30/2015 17:55,15th & L St NW,6/30/2015 18:00,19th & L St NW,W20506,Member
268371,6/30/2015 17:55,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 18:00,Lincoln Park / 13th & East Capitol St NE ,W20893,Member
244731,6/30/2015 17:55,Thomas Circle,6/30/2015 17:59,17th St & Massachusetts Ave NW,W20872,Member
209318,6/30/2015 17:55,Jefferson Memorial,6/30/2015 17:59,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W21618,Member
144520,6/30/2015 17:55,Constitution Ave & 2nd St NW/DOL,6/30/2015 17:57,Constitution Ave & 2nd St NW/DOL,W20152,Member
121436,6/30/2015 17:55,20th St & Florida Ave NW,6/30/2015 17:57,New Hampshire Ave & T St NW,W20554,Member
3191386,6/30/2015 17:54,S George Mason Dr & 13th St S,6/30/2015 18:47,S George Mason Dr & 13th St S,W01092,Casual
1741220,6/30/2015 17:54,4th & E St SW,6/30/2015 18:23,Florida Ave & R St NW,W00690,Member
1615142,6/30/2015 17:54,1st & Washington Hospital Center NW,6/30/2015 18:21,Massachusetts Ave & Dupont Circle NW,W21427,Member
1242233,6/30/2015 17:54,39th & Calvert St NW / Stoddert,6/30/2015 18:15,14th & Harvard St NW,W00961,Casual
1214806,6/30/2015 17:54,Metro Center / 12th & G St NW,6/30/2015 18:15,11th & H St NE,W20349,Member
1040687,6/30/2015 17:54,Constitution Ave & 2nd St NW/DOL,6/30/2015 18:11,18th & M St NW,W00663,Member
988675,6/30/2015 17:54,Columbus Circle / Union Station,6/30/2015 18:11,Thomas Circle,W21492,Casual
985217,6/30/2015 17:54,Constitution Ave & 2nd St NW/DOL,6/30/2015 18:11,21st St & Constitution Ave NW,W21443,Member
951436,6/30/2015 17:54,M St & Delaware Ave NE,6/30/2015 18:09,John McCormack Dr & Michigan Ave NE,W00239,Member
911939,6/30/2015 17:54,North Capitol St & F St NW,6/30/2015 18:10,M St & New Jersey Ave SE,W00819,Member
778319,6/30/2015 17:54,Lynn & 19th St North,6/30/2015 18:07,Massachusetts Ave & Dupont Circle NW,W00465,Member
642408,6/30/2015 17:54,12th & U St NW,6/30/2015 18:04,Georgia & New Hampshire Ave NW,W21342,Member
588602,6/30/2015 17:54,1st & M St NE,6/30/2015 18:04,Constitution Ave & 2nd St NW/DOL,W20739,Member
575699,6/30/2015 17:54,Columbus Circle / Union Station,6/30/2015 18:04,13th & D St NE,W20482,Member
570479,6/30/2015 17:54,Convention Center / 7th & M St NW,6/30/2015 18:04,17th & Corcoran St NW,W20578,Member
561162,6/30/2015 17:54,3rd & H St NE,6/30/2015 18:03,3rd St & Pennsylvania Ave SE,W00604,Member
512838,6/30/2015 17:54,5th & K St NW,6/30/2015 18:03,6th & H St NE,W21111,Casual
491589,6/30/2015 17:54,4th & E St SW,6/30/2015 18:02,Columbus Circle / Union Station,W20355,Member
490276,6/30/2015 17:54,Columbus Circle / Union Station,6/30/2015 18:02,13th & D St NE,W21641,Member
425939,6/30/2015 17:54,US Dept of State / Virginia Ave & 21st St NW,6/30/2015 18:01,20th & O St NW / Dupont South,W21368,Member
421506,6/30/2015 17:54,North Capitol St & F St NW,6/30/2015 18:01,L'Enfant Plaza / 7th & C St SW,W21484,Casual
418387,6/30/2015 17:54,Silver Spring Metro/Colesville Rd & Wayne Ave,6/30/2015 18:01,Fenton St & Gist Ave,W00925,Member
370398,6/30/2015 17:54,Columbia Rd & Belmont St NW,6/30/2015 18:00,Massachusetts Ave & Dupont Circle NW,W20797,Member
325979,6/30/2015 17:54,14th & Harvard St NW,6/30/2015 18:00,Adams Mill & Columbia Rd NW,W20387,Member
212495,6/30/2015 17:54,24th & N St NW,6/30/2015 17:58,20th & L St NW,W00352,Member
208605,6/30/2015 17:54,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 17:57,Potomac & Pennsylvania Ave SE,W00643,Member
1999539,6/30/2015 17:53,MLK Library/9th & G St NW,6/30/2015 18:26,19th & G St NW,W21289,Casual
1967504,6/30/2015 17:53,MLK Library/9th & G St NW,6/30/2015 18:26,19th & G St NW,W20744,Casual
1923730,6/30/2015 17:53,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:26,Court House Metro / 15th & N Uhle St ,W20203,Member
1900929,6/30/2015 17:53,North Capitol St & F St NW,6/30/2015 18:24,15th & P St NW,W20092,Casual
1653429,6/30/2015 17:53,Eastern Market / 7th & North Carolina Ave SE,6/30/2015 18:20,14th & G St NW,W01426,Member
1477538,6/30/2015 17:53,14th & G St NW,6/30/2015 18:18,Neal St & Trinidad Ave NE,W00609,Member
1366265,6/30/2015 17:53,Kennedy Center,6/30/2015 18:16,15th & N Scott St,W20532,Member
1318516,6/30/2015 17:53,14th & D St NW / Ronald Reagan Building,6/30/2015 18:15,10th & Florida Ave NW,W01175,Member
1286574,6/30/2015 17:53,18th & M St NW,6/30/2015 18:14,4th & E St SW,W20407,Member
1266570,6/30/2015 17:53,36th & Calvert St NW / Glover Park,6/30/2015 18:14,17th & K St NW / Farragut Square,W21542,Member
1096033,6/30/2015 17:53,11th & K St NW,6/30/2015 18:11,New Hampshire Ave & T St NW,W20992,Member
1021315,6/30/2015 17:53,10th & U St NW,6/30/2015 18:10,21st & M St NW,W01481,Member
1019213,6/30/2015 17:53,D St & Maryland Ave NE,6/30/2015 18:10,14th & G St NW,W21928,Member
981105,6/30/2015 17:53,Park Rd & Holmead Pl NW,6/30/2015 18:09,17th & Rhode Island Ave NW,W00499,Member
916786,6/30/2015 17:53,Kennedy Center,6/30/2015 18:08,N Adams St & Lee Hwy,W01307,Member
857400,6/30/2015 17:53,MLK Library/9th & G St NW,6/30/2015 18:07,MLK Library/9th & G St NW,W01048,Member
852322,6/30/2015 17:53,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:07,Park Rd & Holmead Pl NW,W00007,Member
605872,6/30/2015 17:53,Columbus Circle / Union Station,6/30/2015 18:03,3rd & G St SE,W00844,Member
508859,6/30/2015 17:53,Columbus Circle / Union Station,6/30/2015 18:01,13th & H St NE,W21441,Member
502588,6/30/2015 17:53,8th & F St NE,6/30/2015 18:02,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20290,Member
488535,6/30/2015 17:53,Columbus Circle / Union Station,6/30/2015 18:01,Bladensburg Rd & Benning Rd NE,W01294,Member
481350,6/30/2015 17:53,Columbus Circle / Union Station,6/30/2015 18:01,Lincoln Park / 13th & East Capitol St NE ,W00841,Member
462402,6/30/2015 17:53,17th & Corcoran St NW,6/30/2015 18:01,10th & U St NW,W20366,Member
428735,6/30/2015 17:53,M St & Delaware Ave NE,6/30/2015 18:00,13th & H St NE,W21520,Member
287884,6/30/2015 17:53,11th & K St NW,6/30/2015 17:58,5th & K St NW,W20169,Casual
234784,6/30/2015 17:53,Shady Grove Metro West,6/30/2015 17:57,King Farm Blvd & Pleasant Dr,W20414,Member
3909325,6/30/2015 17:52,Jefferson Dr & 14th St SW,6/30/2015 18:57,21st St & Constitution Ave NW,W22008,Casual
3882025,6/30/2015 17:52,Jefferson Dr & 14th St SW,6/30/2015 18:57,21st St & Constitution Ave NW,W00756,Casual
2652935,6/30/2015 17:52,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 18:36,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00523,Casual
2630091,6/30/2015 17:52,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 18:36,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20384,Casual
1771827,6/30/2015 17:52,10th & E St NW,6/30/2015 18:21,12th & Newton St NE,W21969,Member
1616136,6/30/2015 17:52,19th St & Pennsylvania Ave NW,6/30/2015 18:19,3rd & H St NE,W21206,Member
1407626,6/30/2015 17:52,Kennedy Center,6/30/2015 18:16,15th & N Scott St,W00075,Member
1199744,6/30/2015 17:52,Columbus Circle / Union Station,6/30/2015 18:12,Massachusetts Ave & Dupont Circle NW,W20209,Member
1066150,6/30/2015 17:52,19th & K St NW,6/30/2015 18:10,18th St & Wyoming Ave NW,W21966,Member
948241,6/30/2015 17:52,21st & M St NW,6/30/2015 18:08,Jefferson Memorial,W21615,Member
735049,6/30/2015 17:52,5th & K St NW,6/30/2015 18:04,4th & M St SW,W21048,Member
723015,6/30/2015 17:52,25th St & Pennsylvania Ave NW,6/30/2015 18:04,11th & M St NW,W00207,Member
690645,6/30/2015 17:52,L'Enfant Plaza / 7th & C St SW,6/30/2015 18:04,Columbus Circle / Union Station,W21668,Member
676266,6/30/2015 17:52,New Hampshire Ave & 24th St NW,6/30/2015 18:03,Columbia Rd & Belmont St NW,W21168,Member
651479,6/30/2015 17:52,New Hampshire Ave & T St NW,6/30/2015 18:03,Convention Center / 7th & M St NW,W20162,Member
631017,6/30/2015 17:52,17th & Rhode Island Ave NW,6/30/2015 18:03,Metro Center / 12th & G St NW,W20691,Member
616873,6/30/2015 17:52,King St Metro,6/30/2015 18:03,Prince St & Union St,W21699,Member
570140,6/30/2015 17:52,North Capitol St & F St NW,6/30/2015 18:02,MLK Library/9th & G St NW,W20000,Member
499303,6/30/2015 17:52,18th St & Pennsylvania Ave NW,6/30/2015 18:00,17th & Corcoran St NW,W20013,Member
373403,6/30/2015 17:52,Washington Blvd & 10th St N,6/30/2015 17:58,Washington Blvd & Walter Reed Dr ,W00833,Member
370284,6/30/2015 17:52,14th & G St NW,6/30/2015 17:58,19th & G St NW,W20241,Member
310356,6/30/2015 17:52,17th & K St NW / Farragut Square,6/30/2015 17:58,17th St & Massachusetts Ave NW,W01325,Member
285614,6/30/2015 17:52,8th & H St NW,6/30/2015 17:57,Convention Center / 7th & M St NW,W20727,Member
257683,6/30/2015 17:52,Saint Asaph St & Pendleton  St,6/30/2015 17:56,Braddock Rd Metro,W20109,Member
2034841,6/30/2015 17:51,Lincoln Memorial,6/30/2015 18:25,Jefferson Memorial,W00050,Casual
1968276,6/30/2015 17:51,Lincoln Memorial,6/30/2015 18:24,Jefferson Memorial,W00871,Casual
1783414,6/30/2015 17:51,21st St & Constitution Ave NW,6/30/2015 18:20,11th & F St NW,W20770,Casual
1540861,6/30/2015 17:51,M St & Pennsylvania Ave NW,6/30/2015 18:17,Hains Point/Buckeye & Ohio Dr SW,W21643,Member
1319291,6/30/2015 17:51,Thomas Circle,6/30/2015 18:13,Eastern Market / 7th & North Carolina Ave SE,W20333,Member
1118604,6/30/2015 17:51,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,6/30/2015 18:10,20th & O St NW / Dupont South,W01052,Member
949002,6/30/2015 17:51,L'Enfant Plaza / 7th & C St SW,6/30/2015 18:07,Lincoln Park / 13th & East Capitol St NE ,W20362,Member
922662,6/30/2015 17:51,D St & Maryland Ave NE,6/30/2015 18:06,8th & D St NW,W22137,Member
887951,6/30/2015 17:51,Lincoln Memorial,6/30/2015 18:06,15th & L St NW,W21013,Member
747274,6/30/2015 17:51,17th & G St NW,6/30/2015 18:04,New Hampshire Ave & T St NW,W00387,Member
700957,6/30/2015 17:51,Florida Ave & R St NW,6/30/2015 18:03,8th & H St NW,W20448,Member
664146,6/30/2015 17:51,21st St & Constitution Ave NW,6/30/2015 18:02,Jefferson Memorial,W20427,Member
623793,6/30/2015 17:51,Potomac & Pennsylvania Ave SE,6/30/2015 18:01,19th & East Capitol St SE,W00836,Member
612784,6/30/2015 17:51,14th & D St NW / Ronald Reagan Building,6/30/2015 18:02,19th & G St NW,W22188,Member
563670,6/30/2015 17:51,20th St & Virginia Ave NW,6/30/2015 18:01,8th & H St NW,W21085,Member
481952,6/30/2015 17:51,12th & L St NW,6/30/2015 17:59,12th & U St NW,W21895,Member
481867,6/30/2015 17:51,18th St & Pennsylvania Ave NW,6/30/2015 17:59,Thomas Circle,W22080,Member
455711,6/30/2015 17:51,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 17:58,8th & D St NW,W21187,Member
426321,6/30/2015 17:51,20th & Crystal Dr,6/30/2015 17:58,S Glebe & Potomac Ave,W21470,Member
407627,6/30/2015 17:51,14th St & Spring Rd NW,6/30/2015 17:58,14th & Belmont St NW,W00782,Member
338687,6/30/2015 17:51,3rd & H St NW,6/30/2015 17:57,Convention Center / 7th & M St NW,W00512,Member
296535,6/30/2015 17:51,Cordell & Norfolk Ave,6/30/2015 17:56,Bethesda Metro,W00136,Member
245048,6/30/2015 17:51,Columbus Circle / Union Station,6/30/2015 17:55,8th & F St NE,W21949,Member
243939,6/30/2015 17:51,13th & D St NE,6/30/2015 17:55,Bladensburg Rd & Benning Rd NE,W00478,Member
241281,6/30/2015 17:51,Adams Mill & Columbia Rd NW,6/30/2015 17:55,Calvert St & Woodley Pl NW,W01215,Member
238490,6/30/2015 17:51,Columbus Circle / Union Station,6/30/2015 17:55,D St & Maryland Ave NE,W00215,Member
189379,6/30/2015 17:51,17th & K St NW,6/30/2015 17:55,17th St & Massachusetts Ave NW,W21429,Member
2747165,6/30/2015 17:50,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 18:36,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W21816,Casual
2580445,6/30/2015 17:50,Calvert & Biltmore St NW,6/30/2015 18:33,Calvert St & Woodley Pl NW,W00204,Casual
2276179,6/30/2015 17:50,15th & K St NW,6/30/2015 18:28,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00666,Casual
2033116,6/30/2015 17:50,Lincoln Memorial,6/30/2015 18:24,Jefferson Memorial,W21893,Casual
1582917,6/30/2015 17:50,17th & Corcoran St NW,6/30/2015 18:16,Wisconsin Ave & Newark St NW,W01319,Member
1535211,6/30/2015 17:50,Lynn & 19th St North,6/30/2015 18:15,Wisconsin Ave & Newark St NW,W20837,Member
1527247,6/30/2015 17:50,North Capitol St & F St NW,6/30/2015 18:15,Columbus Circle / Union Station,W01135,Member
1361833,6/30/2015 17:50,C & O Canal & Wisconsin Ave NW,6/30/2015 18:13,Columbus Circle / Union Station,W01041,Member
1354214,6/30/2015 17:50,Lincoln Memorial,6/30/2015 18:12,15th & K St NW,W21645,Casual
1254169,6/30/2015 17:50,Jefferson Memorial,6/30/2015 18:11,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20771,Casual
1241599,6/30/2015 17:50,Jefferson Memorial,6/30/2015 18:11,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W21653,Casual
1230758,6/30/2015 17:50,3rd St & Pennsylvania Ave SE,6/30/2015 18:10,3rd & Elm St NW,W21844,Member
1216161,6/30/2015 17:50,Ward Circle / American University,6/30/2015 18:11,17th St & Massachusetts Ave NW,W20602,Member
1171290,6/30/2015 17:50,New York Ave & 15th St NW,6/30/2015 18:09,Columbus Circle / Union Station,W21662,Member
1082756,6/30/2015 17:50,Calvert St & Woodley Pl NW,6/30/2015 18:08,M St & Pennsylvania Ave NW,W01018,Casual
982460,6/30/2015 17:50,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:06,11th & F St NW,W20410,Casual
964178,6/30/2015 17:50,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:06,11th & F St NW,W21069,Casual
916301,6/30/2015 17:50,8th & H St NW,6/30/2015 18:05,Eckington Pl & Q St NE,W20810,Member
829213,6/30/2015 17:50,21st St & Constitution Ave NW,6/30/2015 18:04,C & O Canal & Wisconsin Ave NW,W21885,Member
785072,6/30/2015 17:50,20th & O St NW / Dupont South,6/30/2015 18:03,New Jersey Ave & R St NW,W00987,Member
754440,6/30/2015 17:50,17th & K St NW / Farragut Square,6/30/2015 18:02,L'Enfant Plaza / 7th & C St SW,W00217,Member
725469,6/30/2015 17:50,Thomas Circle,6/30/2015 18:02,MLK Library/9th & G St NW,W20741,Member
717570,6/30/2015 17:50,L'Enfant Plaza / 7th & C St SW,6/30/2015 18:02,8th & F St NE,W21640,Member
714855,6/30/2015 17:50,Van Ness Metro / UDC,6/30/2015 18:02,Lamont & Mt Pleasant NW,W20501,Member
703144,6/30/2015 17:50,22nd & I St NW / Foggy Bottom,6/30/2015 18:02,Lincoln Memorial,W22063,Member
534028,6/30/2015 17:50,Fairfax Dr & Wilson Blvd,6/30/2015 17:59,George Mason Dr & Wilson Blvd,W21448,Member
531043,6/30/2015 17:50,5th & K St NW,6/30/2015 17:59,Gallaudet / 8th St & Florida Ave NE,W21862,Member
404902,6/30/2015 17:50,Thomas Circle,6/30/2015 17:57,17th & Corcoran St NW,W21724,Member
396034,6/30/2015 17:50,Ballston Metro / N Stuart & 9th St N,6/30/2015 17:57,N Quincy St & Glebe Rd,W01112,Member
390621,6/30/2015 17:50,Constitution Ave & 2nd St NW/DOL,6/30/2015 17:57,Columbus Circle / Union Station,W22056,Member
388345,6/30/2015 17:50,17th St & Massachusetts Ave NW,6/30/2015 17:57,19th & K St NW,W00628,Member
368016,6/30/2015 17:50,Ballston Metro / N Stuart & 9th St N,6/30/2015 17:56,N Quincy St & Glebe Rd,W00365,Member
307721,6/30/2015 17:50,Takoma Metro,6/30/2015 17:55,Maple & Ritchie Ave,W20546,Member
284035,6/30/2015 17:50,12th & U St NW,6/30/2015 17:55,14th & Rhode Island Ave NW,W01377,Member
180944,6/30/2015 17:50,Clarendon Blvd & Pierce St,6/30/2015 17:53,15th & N Scott St,W00556,Member
